id,origin,destination,start_time,kind
1247,0,0,19,Human
1248,0,0,47,Human
1249,0,0,24,Human
1250,0,0,66,Human
1251,0,0,75,Human
1252,0,0,36,Human
1253,0,0,55,Human
1254,0,0,37,Human
1255,0,0,39,Human
1256,0,0,62,Human
1257,0,0,49,Human
1258,0,0,78,Human
1259,0,0,41,Human
1260,0,0,66,Human
1261,0,0,51,Human
1262,0,0,63,Human
1263,0,0,42,Human
1264,0,0,49,Human
1265,0,0,48,Human
1266,0,0,36,Human
1267,0,0,61,Human
1268,0,0,60,Human
1269,0,0,59,Human
1270,0,0,75,Human
1271,0,0,74,Human
1272,0,0,43,Human
1273,0,0,56,Human
1274,0,0,39,Human
1275,0,0,50,Human
1276,0,0,40,Human
1277,0,0,77,Human
1278,0,0,56,Human
1279,0,0,46,Human
1280,0,0,69,Human
1281,0,0,13,Human
1282,0,0,16,Human
1283,0,0,63,Human
1284,0,0,51,Human
1285,0,0,54,Human
1286,0,0,27,Human
1287,0,0,49,Human
1288,0,0,83,Human
1289,0,0,63,Human
1290,0,0,52,Human
1291,0,0,42,Human
1292,0,0,43,Human
1293,0,0,14,Human
1294,0,0,54,Human
1295,0,0,64,Human
1296,0,0,23,Human
1297,0,0,38,Human
1298,0,0,30,Human
1299,0,0,33,Human
1300,0,0,50,Human
1301,0,0,15,Human
1302,0,0,60,Human
1303,0,0,62,Human
1304,0,0,45,Human
1305,0,0,8,Human
1306,0,0,33,Human
1307,0,0,70,Human
1308,0,0,3,Human
1309,0,0,44,Human
1310,0,0,30,Human
1311,0,0,63,Human
1312,0,0,38,Human
1313,0,0,56,Human
1314,0,0,59,Human
1315,0,0,80,Human
1316,0,0,46,Human
1317,0,0,56,Human
1318,0,0,25,Human
1319,0,0,69,Human
1320,0,0,37,Human
1321,0,0,40,Human
1322,0,0,49,Human
1323,0,0,23,Human
1324,0,0,53,Human
1325,0,0,66,Human
1326,0,0,54,Human
1327,0,0,23,Human
1328,0,0,47,Human
1329,0,0,62,Human
1330,0,0,18,Human
1331,0,0,32,Human
1332,0,0,64,Human
1333,0,0,54,Human
1334,0,0,56,Human
1335,0,0,80,Human
1336,0,0,57,Human
1337,0,0,60,Human
1338,0,0,95,Human
1339,0,0,46,Human
1340,0,0,36,Human
1341,0,0,57,Human
1342,0,0,57,Human
1343,0,0,41,Human
1344,0,0,32,Human
1345,0,0,88,Human
1346,0,0,55,Human
1347,0,0,37,Human
1348,0,0,65,Human
1349,0,0,48,Human
1350,0,0,45,Human
1351,0,0,59,Human
1352,0,0,28,Human
1353,0,0,55,Human
1354,0,0,81,Human
1355,0,0,57,Human
1356,0,0,43,Human
1357,0,0,41,Human
1358,0,0,43,Human
1359,0,0,45,Human
1360,0,0,43,Human
1361,0,0,65,Human
1362,0,0,21,Human
1363,0,0,64,Human
1364,0,0,43,Human
1365,0,0,56,Human
1366,0,0,31,Human
1367,0,0,72,Human
1368,0,0,70,Human
1369,0,0,65,Human
1370,0,0,24,Human
1371,0,0,63,Human
1372,0,0,56,Human
1373,0,0,23,Human
1374,0,0,49,Human
1375,0,0,56,Human
1376,0,0,59,Human
1377,0,0,52,Human
1378,0,0,54,Human
1379,0,0,74,Human
1380,0,0,70,Human
1381,0,0,2,Human
1382,0,0,44,Human
1383,0,0,47,Human
1384,0,0,20,Human
1385,0,0,51,Human
1386,0,0,70,Human
1387,0,0,31,Human
1388,0,0,55,Human
1389,0,0,34,Human
1390,0,0,38,Human
1391,0,0,74,Human
1392,0,0,40,Human
1393,0,0,57,Human
1394,0,0,18,Human
1395,0,0,81,Human
1396,0,0,60,Human
1397,0,0,46,Human
1398,0,0,59,Human
1399,0,0,26,Human
1400,0,0,69,Human
1401,0,0,44,Human
1402,0,0,46,Human
1403,0,0,41,Human
1404,0,0,40,Human
1405,0,0,61,Human
1406,0,0,54,Human
1407,0,0,60,Human
1408,0,0,49,Human
1409,0,0,58,Human
1410,0,0,43,Human
1411,0,0,87,Human
1412,0,0,23,Human
1413,0,0,71,Human
1414,0,0,72,Human
1415,0,0,35,Human
1416,0,0,87,Human
1417,0,0,66,Human
1418,0,0,66,Human
1419,0,0,50,Human
1420,0,0,46,Human
1421,0,0,46,Human
1422,0,0,56,Human
1423,0,0,73,Human
1424,0,0,53,Human
1425,0,0,34,Human
1426,0,0,63,Human
1427,0,0,65,Human
1428,0,0,60,Human
1429,0,0,62,Human
1430,0,0,45,Human
1431,0,0,34,Human
1432,0,0,35,Human
1433,0,0,22,Human
1434,0,0,53,Human
1435,0,0,48,Human
1436,0,0,42,Human
1437,0,0,0,Human
1438,0,0,29,Human
1439,0,0,68,Human
1440,0,0,38,Human
1441,0,0,56,Human
1442,0,0,26,Human
1443,0,0,73,Human
1444,0,0,47,Human
1445,0,0,54,Human
1446,0,0,88,Human
1447,0,0,75,Human
1448,0,0,44,Human
1449,0,0,40,Human
1450,0,0,44,Human
1451,0,0,58,Human
1452,0,0,48,Human
1453,0,0,43,Human
1454,0,0,74,Human
1455,0,0,48,Human
1456,0,0,88,Human
1457,0,0,51,Human
1458,0,0,79,Human
1459,0,0,55,Human
1460,0,0,66,Human
1461,0,0,37,Human
1462,0,0,35,Human
1463,0,0,57,Human
1464,0,0,66,Human
1465,0,0,50,Human
1466,0,0,28,Human
1467,0,0,27,Human
1468,0,0,26,Human
1469,0,0,20,Human
1470,0,0,51,Human
1471,0,0,68,Human
1472,0,0,49,Human
1473,0,0,12,Human
1474,0,0,46,Human
1475,0,0,47,Human
1476,0,0,84,Human
1477,0,0,25,Human
1478,0,0,43,Human
1479,0,0,78,Human
1480,0,0,57,Human
1481,0,0,59,Human
1482,0,0,51,Human
1483,0,0,55,Human
1484,0,0,62,Human
1485,0,0,36,Human
1486,0,0,64,Human
1487,0,0,27,Human
1488,0,0,55,Human
1489,0,0,52,Human
1490,0,0,39,Human
1491,0,0,49,Human
1492,0,0,39,Human
1493,0,0,32,Human
1494,0,0,44,Human
1495,0,0,31,Human
1496,0,0,55,Human
1497,0,0,30,Human
1498,0,0,61,Human
1499,0,0,30,Human
1500,0,0,40,Human
1501,0,0,39,Human
1502,0,0,72,Human
1503,0,0,55,Human
1504,0,0,46,Human
1505,0,0,58,Human
1506,0,0,14,Human
1507,0,0,49,Human
1508,0,0,83,Human
1509,0,0,52,Human
1510,0,0,51,Human
1511,0,0,59,Human
1512,0,0,64,Human
1513,0,0,16,Human
1514,0,0,21,Human
1515,0,0,53,Human
1516,0,0,38,Human
1517,0,0,71,Human
1518,0,0,44,Human
1519,0,0,17,Human
1520,0,0,28,Human
1521,0,0,4,Human
1522,0,0,46,Human
1523,0,0,46,Human
1524,0,0,42,Human
1525,0,0,67,Human
1526,0,0,69,Human
1527,0,0,47,Human
1528,0,0,14,Human
1529,0,0,60,Human
1530,0,0,59,Human
1531,0,0,55,Human
1532,0,0,66,Human
1533,0,0,30,Human
1534,0,0,83,Human
1535,0,0,34,Human
1536,0,0,62,Human
1537,0,0,21,Human
1538,0,0,34,Human
1539,0,0,75,Human
1540,0,0,45,Human
1541,0,0,63,Human
1542,0,0,53,Human
1543,0,0,48,Human
1544,0,0,72,Human
1545,0,0,46,Human
1546,0,0,20,Human
1547,0,0,36,Human
1548,0,0,59,Human
1549,0,0,56,Human
1550,0,0,23,Human
1551,0,0,37,Human
1552,0,0,40,Human
1553,0,0,43,Human
1554,0,0,27,Human
1555,0,0,39,Human
1556,0,0,37,Human
1557,0,0,62,Human
1558,0,0,63,Human
1559,0,0,47,Human
1560,0,0,43,Human
1561,0,0,52,Human
1562,0,0,36,Human
1563,0,0,30,Human
1564,0,0,34,Human
1565,0,0,39,Human
1566,0,0,30,Human
1567,0,0,52,Human
1568,0,0,62,Human
1569,0,0,23,Human
1570,0,0,50,Human
1571,0,0,46,Human
1572,0,0,55,Human
1573,0,0,49,Human
1574,0,0,25,Human
1575,0,0,28,Human
1576,0,0,50,Human
1577,0,0,67,Human
1578,0,0,13,Human
1579,0,0,55,Human
1580,0,0,69,Human
1581,0,0,47,Human
1582,0,0,59,Human
1583,0,0,38,Human
1584,0,0,48,Human
1585,0,0,22,Human
1586,0,0,10,Human
1587,0,0,65,Human
1588,0,0,33,Human
1589,0,0,42,Human
1590,0,0,26,Human
1591,0,0,26,Human
1592,0,0,47,Human
1593,0,0,37,Human
1594,0,0,56,Human
1595,0,0,57,Human
1596,0,0,55,Human
1597,0,0,53,Human
1598,0,0,76,Human
1599,0,0,32,Human
1600,0,0,49,Human
1601,0,0,68,Human
1602,0,0,71,Human
1603,0,0,26,Human
1604,0,0,44,Human
1605,0,0,72,Human
1606,0,0,58,Human
1607,0,0,53,Human
1608,0,0,46,Human
1609,0,0,43,Human
1610,0,0,54,Human
1611,0,0,45,Human
1612,0,0,49,Human
1613,0,0,51,Human
1614,0,0,38,Human
1615,0,0,58,Human
1616,0,0,98,Human
1617,0,0,20,Human
1618,0,0,55,Human
1619,0,0,37,Human
1620,0,0,59,Human
1621,0,0,50,Human
1622,0,0,62,Human
1623,0,0,69,Human
1624,0,0,53,Human
1625,0,0,68,Human
1626,0,0,10,Human
1627,0,0,76,Human
1628,0,0,56,Human
1629,0,0,67,Human
1630,0,0,29,Human
1631,0,0,36,Human
1632,0,0,52,Human
1633,0,0,49,Human
1634,0,0,54,Human
1635,0,0,68,Human
1636,0,0,20,Human
1637,0,0,66,Human
1638,0,0,50,Human
1639,0,0,46,Human
1640,0,0,25,Human
1641,0,0,58,Human
1642,0,0,9,Human
1643,0,0,60,Human
1644,0,0,25,Human
1645,0,0,50,Human
1646,0,0,48,Human
1647,0,0,69,Human
1648,0,0,47,Human
1649,0,0,38,Human
1650,0,0,41,Human
1651,0,0,71,Human
1652,0,0,58,Human
1653,0,0,43,Human
1654,0,0,46,Human
1655,0,0,23,Human
1656,0,0,56,Human
1657,0,0,20,Human
1658,0,0,62,Human
1659,0,0,52,Human
1660,0,0,89,Human
1661,0,0,31,Human
1662,0,0,48,Human
1663,0,0,79,Human
1664,0,0,69,Human
1665,0,0,38,Human
1666,0,0,53,Human
1667,0,0,50,Human
1668,0,0,54,Human
1669,0,0,38,Human
1670,0,0,48,Human
1671,0,0,23,Human
1672,0,0,52,Human
1673,0,0,57,Human
1674,0,0,46,Human
1675,0,0,23,Human
1676,0,0,66,Human
1677,0,0,56,Human
1678,0,0,37,Human
1679,0,0,45,Human
1680,0,0,24,Human
1681,0,0,32,Human
1682,0,0,41,Human
1683,0,0,70,Human
1684,0,0,39,Human
1685,0,0,60,Human
1686,0,0,41,Human
1687,0,0,54,Human
1688,0,0,47,Human
1689,0,0,64,Human
1690,0,0,41,Human
1691,0,0,23,Human
1692,0,0,26,Human
1693,0,0,41,Human
1694,0,0,29,Human
1695,0,0,56,Human
1696,0,0,42,Human
1697,0,0,89,Human
1698,0,0,21,Human
1699,0,0,53,Human
1700,0,0,31,Human
1701,0,0,41,Human
1702,0,0,52,Human
1703,0,0,11,Human
1704,0,0,53,Human
1705,0,0,81,Human
1706,0,0,42,Human
1707,0,0,54,Human
1708,0,0,67,Human
1709,0,0,47,Human
1710,0,0,40,Human
1711,0,0,12,Human
1712,0,0,60,Human
1713,0,0,48,Human
1714,0,0,33,Human
1715,0,0,52,Human
1716,0,0,40,Human
1717,0,0,41,Human
1718,0,0,60,Human
1719,0,0,27,Human
1720,0,0,67,Human
1721,0,0,26,Human
1722,0,0,38,Human
1723,0,0,82,Human
1724,0,0,68,Human
1725,0,0,51,Human
1726,0,0,34,Human
1727,0,0,41,Human
1728,0,0,51,Human
1729,0,0,50,Human
1730,0,0,48,Human
1731,0,0,49,Human
1732,0,0,46,Human
1733,0,0,25,Human
1734,0,0,41,Human
1735,0,0,65,Human
1736,0,0,27,Human
1737,0,0,46,Human
1738,0,0,36,Human
1739,0,0,51,Human
1740,0,0,43,Human
1741,0,0,74,Human
1742,0,0,58,Human
1743,0,0,28,Human
1744,0,0,61,Human
1745,0,0,37,Human
1746,0,0,40,Human
1747,0,0,55,Human
1748,0,0,41,Human
1749,0,0,64,Human
1750,0,0,37,Human
1751,0,0,39,Human
1752,0,0,39,Human
1753,0,0,40,Human
1754,0,0,68,Human
1755,0,0,60,Human
1756,0,0,78,Human
1757,0,0,87,Human
1758,0,0,32,Human
1759,0,0,51,Human
1760,0,0,30,Human
1761,0,0,37,Human
1762,0,0,39,Human
1763,0,0,32,Human
1764,0,0,32,Human
1765,0,0,47,Human
1766,0,0,29,Human
1767,0,0,64,Human
1768,0,0,34,Human
1769,0,0,96,Human
1770,0,0,42,Human
1771,0,0,51,Human
1772,0,0,28,Human
1773,0,0,78,Human
1774,0,0,68,Human
1775,0,0,54,Human
1776,0,0,27,Human
1777,0,0,53,Human
1778,0,0,31,Human
1779,0,0,74,Human
1780,0,0,63,Human
1781,0,0,51,Human
1782,0,0,9,Human
1783,0,0,33,Human
1784,0,0,61,Human
1785,0,0,70,Human
1786,0,0,68,Human
1787,0,0,23,Human
1788,0,0,55,Human
1789,0,0,66,Human
1790,0,0,22,Human
1791,0,0,49,Human
1792,0,0,54,Human
1793,0,0,44,Human
1794,0,0,19,Human
1795,0,0,44,Human
1796,0,0,44,Human
1797,0,0,47,Human
1798,0,0,40,Human
1799,0,0,42,Human
1800,0,0,49,Human
1801,0,0,57,Human
1802,0,0,44,Human
1803,0,0,43,Human
1804,0,0,51,Human
1805,0,0,17,Human
1806,0,0,57,Human
1807,0,0,49,Human
1808,0,0,50,Human
1809,0,0,66,Human
1810,0,0,17,Human
1811,0,0,17,Human
1812,0,0,54,Human
1813,0,0,49,Human
1814,0,0,52,Human
1815,0,0,42,Human
1816,0,0,61,Human
1817,0,0,65,Human
1818,0,0,58,Human
1819,0,0,45,Human
1820,0,0,14,Human
1821,0,0,62,Human
1822,0,0,70,Human
1823,0,0,60,Human
1824,0,0,35,Human
1825,0,0,61,Human
1826,0,0,64,Human
1827,0,0,75,Human
1828,0,0,35,Human
1829,0,0,46,Human
1830,0,0,62,Human
1831,0,0,50,Human
1832,0,0,31,Human
1833,0,0,56,Human
1834,0,0,59,Human
1835,0,0,51,Human
1836,0,0,53,Human
1837,0,0,45,Human
1838,0,0,74,Human
1839,0,0,34,Human
1840,0,0,40,Human
1841,0,0,50,Human
1842,0,0,64,Human
1843,0,0,25,Human
1844,0,0,28,Human
1845,0,0,16,Human
1846,0,0,50,Human
1847,0,0,31,Human
1848,0,0,43,Human
1849,0,0,61,Human
1850,0,0,39,Human
1851,0,0,53,Human
1852,0,0,45,Human
1853,0,0,61,Human
1854,0,0,57,Human
1855,0,0,38,Human
1856,0,0,47,Human
1857,0,0,67,Human
1858,0,0,56,Human
1859,0,0,26,Human
1860,0,0,60,Human
1861,0,0,31,Human
1862,0,0,73,Human
1863,0,0,67,Human
1864,0,0,54,Human
1865,0,0,52,Human
1866,0,0,46,Human
1867,0,0,61,Human
1868,0,0,43,Human
1869,0,0,53,Human
1870,0,0,64,Human
1871,0,0,40,Human
1872,0,0,39,Human
1873,0,0,30,Human
1874,0,0,32,Human
1875,0,0,19,Human
1876,0,0,62,Human
1877,0,0,80,Human
1878,0,0,73,Human
1879,0,0,22,Human
1880,0,0,62,Human
1881,0,0,73,Human
1882,0,0,42,Human
1883,0,0,51,Human
1884,0,0,16,Human
1885,0,0,54,Human
1886,0,0,32,Human
1887,0,0,53,Human
1888,0,0,23,Human
1889,0,0,59,Human
1890,0,0,67,Human
1891,0,0,36,Human
1892,0,0,31,Human
1893,0,0,14,Human
1894,0,0,45,Human
1895,0,0,40,Human
1896,0,0,24,Human
1897,0,0,57,Human
1898,0,0,42,Human
1899,0,0,32,Human
1900,0,0,40,Human
1901,0,0,67,Human
1902,0,0,60,Human
1903,0,0,47,Human
1904,0,0,60,Human
1905,0,0,30,Human
1906,0,0,50,Human
1907,0,0,52,Human
1908,0,0,42,Human
1909,0,0,57,Human
1910,0,0,36,Human
1911,0,0,58,Human
1912,0,0,59,Human
1913,0,0,1,Human
1914,0,0,69,Human
1915,0,0,0,Human
1916,0,0,39,Human
1917,0,0,67,Human
1918,0,0,44,Human
1919,0,0,25,Human
1920,0,0,31,Human
1921,0,0,67,Human
1922,0,0,17,Human
1923,0,0,68,Human
1924,0,0,49,Human
1925,0,0,30,Human
1926,0,0,40,Human
1927,0,0,33,Human
1928,0,0,64,Human
1929,0,0,62,Human
1930,0,0,21,Human
1931,0,0,43,Human
1932,0,0,35,Human
1933,0,0,71,Human
1934,0,0,27,Human
1935,0,0,76,Human
1936,0,0,49,Human
1937,0,0,30,Human
1938,0,0,38,Human
1939,0,0,36,Human
1940,0,0,28,Human
1941,0,0,51,Human
1942,0,0,29,Human
1943,0,0,13,Human
1944,0,0,43,Human
1945,0,0,19,Human
1946,0,0,37,Human
1947,0,0,34,Human
1948,0,0,35,Human
1949,0,0,83,Human
1950,0,0,50,Human
1951,0,0,54,Human
1952,0,0,20,Human
1953,0,0,39,Human
1954,0,0,53,Human
1955,0,0,32,Human
1956,0,0,65,Human
1957,0,0,29,Human
1958,0,0,45,Human
1959,0,0,40,Human
1960,0,0,52,Human
1961,0,0,39,Human
1962,0,0,45,Human
1963,0,0,46,Human
1964,0,0,37,Human
1965,0,0,58,Human
1966,0,0,53,Human
1967,0,0,48,Human
1968,0,0,42,Human
1969,0,0,63,Human
1970,0,0,46,Human
1971,0,0,44,Human
1972,0,0,51,Human
1973,0,0,78,Human
1974,0,0,27,Human
1975,0,0,62,Human
1976,0,0,18,Human
1977,0,0,53,Human
1978,0,0,76,Human
1979,0,0,58,Human
1980,0,0,52,Human
1981,0,0,40,Human
1982,0,0,50,Human
1983,0,0,45,Human
1984,0,0,36,Human
1985,0,0,45,Human
1986,0,0,53,Human
1987,0,0,37,Human
1988,0,0,36,Human
1989,0,0,27,Human
1990,0,0,56,Human
1991,0,0,59,Human
1992,0,0,53,Human
1993,0,0,66,Human
1994,0,0,51,Human
1995,0,0,56,Human
1996,0,0,55,Human
1997,0,0,48,Human
1998,0,0,41,Human
1999,0,0,86,Human
