timestep,1 veh – route0,1 veh – route1,1 veh – route2,10 veh – route0,10 veh – route1,10 veh – route2,20 veh – route0,20 veh – route1,20 veh – route2,50 veh – route0,50 veh – route1,50 veh – route2,70 veh – route0,70 veh – route1,70 veh – route2,80 veh – route0,80 veh – route1,80 veh – route2,100 veh – route0,100 veh – route1,100 veh – route2,150 veh – route0,150 veh – route1,150 veh – route2,180 veh – route0,180 veh – route1,180 veh – route2,200 veh – route0,200 veh – route1,200 veh – route2,220 veh – route0,220 veh – route1,220 veh – route2,230 veh – route0,230 veh – route1,230 veh – route2,240 veh – route0,240 veh – route1,240 veh – route2,250 veh – route0,250 veh – route1,250 veh – route2,300 veh – route0,300 veh – route1,300 veh – route2,400 veh – route0,400 veh – route1,400 veh – route2,500 veh – route0,500 veh – route1,500 veh – route2,600 veh – route0,600 veh – route1,600 veh – route2,700 veh – route0,700 veh – route1,700 veh – route2,800 veh – route0,800 veh – route1,800 veh – route2,900 veh – route0,900 veh – route1,900 veh – route2,1000 veh – route0,1000 veh – route1,1000 veh – route2,2000 veh – route0,2000 veh – route1,2000 veh – route2,5000 veh – route0,5000 veh – route1
444,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,298.850000,333.700000,277.610000,308.470000,336.850000,277.810000,306.390000,337.050000,277.530000,309.910000,339.880000,282.610000,316.560000,352.090000,282.890000,316.660000,355.290000,283.390000,313.600000,354.370000,284.140000,314.160000,357.710000,284.390000,317.440000,363.560000,284.310000,318.650000,363.190000,284.390000,319.010000,363.430000,285.080000,316.260000,368.410000,286.500000,318.060000,364.540000,286.970000,321.660000,369.390000,286.330000,318.830000,362.790000,286.860000,322.740000,367.240000,287.250000,322.560000,364.770000,287.310000,322.490000,360.840000,287.560000,322.510000,363.690000,287.560000,322.510000,363.690000,,
444,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,298.850000,333.700000,277.610000,308.470000,336.850000,277.810000,306.390000,337.050000,277.530000,309.910000,339.880000,282.610000,316.560000,352.090000,282.890000,316.660000,355.290000,283.390000,313.600000,354.370000,284.140000,314.160000,357.710000,284.390000,317.440000,363.560000,284.310000,318.650000,363.190000,284.390000,319.010000,363.430000,285.080000,316.260000,368.410000,286.500000,318.060000,364.540000,286.970000,321.660000,369.390000,286.330000,318.830000,362.790000,286.860000,322.740000,367.240000,287.250000,322.560000,364.770000,287.310000,322.490000,360.840000,287.560000,322.510000,363.690000,287.560000,322.510000,363.690000,,
445,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,298.850000,333.700000,277.610000,308.470000,336.850000,277.810000,309.280000,337.050000,277.530000,312.880000,339.880000,282.610000,316.560000,352.130000,282.890000,316.660000,355.290000,283.390000,313.600000,354.490000,284.140000,314.160000,357.710000,284.390000,317.440000,363.560000,284.310000,318.650000,363.520000,284.390000,319.010000,363.430000,285.080000,316.260000,368.770000,286.500000,318.060000,364.540000,286.970000,321.660000,369.560000,286.330000,321.690000,362.790000,286.860000,322.740000,367.240000,287.250000,322.560000,364.770000,287.310000,322.490000,360.840000,287.560000,322.510000,363.690000,287.560000,322.510000,363.690000,,
446,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,298.850000,333.700000,277.610000,308.470000,336.850000,277.810000,309.280000,337.050000,277.530000,312.880000,339.880000,282.610000,316.560000,352.530000,282.890000,316.660000,355.590000,283.390000,313.600000,354.950000,284.140000,314.160000,358.220000,284.390000,317.440000,363.980000,284.310000,318.650000,363.790000,284.390000,319.010000,363.940000,285.080000,316.260000,369.230000,286.500000,318.060000,365.330000,286.970000,321.660000,370.070000,286.330000,321.690000,362.910000,286.860000,322.740000,367.780000,287.250000,322.560000,364.920000,287.310000,322.490000,361.400000,287.560000,322.510000,364.280000,287.560000,322.510000,364.280000,,
446,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,298.850000,333.700000,277.610000,308.470000,336.850000,277.810000,309.280000,337.050000,277.530000,312.880000,339.880000,282.610000,316.560000,352.530000,282.890000,316.660000,355.590000,283.390000,313.600000,354.950000,284.140000,314.160000,358.220000,284.390000,317.440000,363.980000,284.310000,318.650000,363.790000,284.390000,319.010000,363.940000,285.080000,316.260000,369.230000,286.500000,318.060000,365.330000,286.970000,321.660000,370.070000,286.330000,321.690000,362.910000,286.860000,322.740000,367.780000,287.250000,322.560000,364.920000,287.310000,322.490000,361.400000,287.560000,322.510000,364.280000,287.560000,322.510000,364.280000,,
446,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,298.850000,333.700000,277.610000,308.470000,336.850000,277.810000,309.280000,337.050000,277.530000,312.880000,339.880000,282.610000,316.560000,352.530000,282.890000,316.660000,355.590000,283.390000,313.600000,354.950000,284.140000,314.160000,358.220000,284.390000,317.440000,363.980000,284.310000,318.650000,363.790000,284.390000,319.010000,363.940000,285.080000,316.260000,369.230000,286.500000,318.060000,365.330000,286.970000,321.660000,370.070000,286.330000,321.690000,362.910000,286.860000,322.740000,367.780000,287.250000,322.560000,364.920000,287.310000,322.490000,361.400000,287.560000,322.510000,364.280000,287.560000,322.510000,364.280000,,
447,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,301.430000,333.700000,277.610000,308.470000,336.850000,277.810000,309.280000,337.050000,277.530000,312.880000,339.880000,282.610000,316.560000,352.530000,282.890000,316.660000,355.590000,283.390000,313.600000,354.950000,284.140000,314.160000,358.220000,284.390000,317.440000,363.980000,284.310000,318.650000,363.790000,284.390000,319.010000,363.940000,285.080000,316.260000,369.230000,286.500000,318.060000,365.330000,286.970000,321.660000,370.340000,286.330000,321.690000,363.010000,286.860000,322.740000,367.780000,287.250000,322.560000,364.920000,287.310000,322.490000,361.400000,287.560000,322.510000,364.280000,287.560000,322.510000,364.280000,,
448,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,301.430000,333.700000,277.610000,308.470000,336.850000,277.810000,309.280000,337.050000,277.530000,312.880000,339.880000,282.610000,316.560000,352.580000,282.890000,316.660000,355.950000,283.390000,313.600000,355.030000,284.140000,314.160000,358.360000,284.390000,317.440000,364.320000,284.310000,318.650000,364.330000,284.390000,319.010000,364.350000,285.080000,316.260000,369.500000,286.500000,318.060000,365.810000,286.970000,321.660000,370.420000,286.330000,321.690000,363.150000,286.860000,322.740000,368.150000,287.250000,322.560000,365.070000,287.310000,322.490000,361.510000,287.560000,322.510000,364.570000,287.560000,322.510000,364.570000,,
448,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,301.430000,333.700000,277.610000,308.470000,336.850000,277.810000,309.280000,337.050000,277.530000,312.880000,339.880000,282.610000,316.560000,352.580000,282.890000,316.660000,355.950000,283.390000,313.600000,355.030000,284.140000,314.160000,358.360000,284.390000,317.440000,364.320000,284.310000,318.650000,364.330000,284.390000,319.010000,364.350000,285.080000,316.260000,369.500000,286.500000,318.060000,365.810000,286.970000,321.660000,370.420000,286.330000,321.690000,363.150000,286.860000,322.740000,368.150000,287.250000,322.560000,365.070000,287.310000,322.490000,361.510000,287.560000,322.510000,364.570000,287.560000,322.510000,364.570000,,
448,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,301.430000,333.700000,277.610000,308.470000,336.850000,277.810000,309.280000,337.050000,277.530000,312.880000,339.880000,282.610000,316.560000,352.580000,282.890000,316.660000,355.950000,283.390000,313.600000,355.030000,284.140000,314.160000,358.360000,284.390000,317.440000,364.320000,284.310000,318.650000,364.330000,284.390000,319.010000,364.350000,285.080000,316.260000,369.500000,286.500000,318.060000,365.810000,286.970000,321.660000,370.420000,286.330000,321.690000,363.150000,286.860000,322.740000,368.150000,287.250000,322.560000,365.070000,287.310000,322.490000,361.510000,287.560000,322.510000,364.570000,287.560000,322.510000,364.570000,,
449,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,301.430000,333.700000,277.610000,308.470000,336.850000,277.810000,309.280000,337.050000,277.530000,312.880000,339.880000,282.610000,316.560000,352.800000,282.890000,316.660000,356.290000,283.390000,313.600000,355.030000,284.140000,314.160000,358.430000,284.390000,317.440000,364.600000,284.310000,318.650000,364.330000,284.390000,319.010000,364.970000,285.080000,316.260000,369.500000,286.500000,318.060000,365.930000,286.970000,321.660000,370.420000,286.330000,321.690000,363.100000,286.860000,322.740000,368.540000,287.250000,322.560000,365.070000,287.310000,322.490000,361.640000,287.560000,322.510000,364.760000,287.560000,322.510000,364.760000,,
450,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,301.430000,333.700000,277.610000,308.470000,336.850000,277.810000,309.280000,337.050000,277.530000,312.880000,339.880000,282.610000,319.790000,352.880000,282.890000,316.660000,356.300000,283.390000,313.600000,355.190000,284.140000,314.160000,358.860000,284.390000,317.440000,364.830000,284.310000,321.970000,364.730000,284.390000,322.340000,365.320000,285.080000,316.260000,369.890000,286.500000,318.060000,366.190000,286.970000,325.210000,370.750000,286.330000,321.690000,363.780000,286.860000,322.740000,369.130000,287.250000,326.070000,365.400000,287.310000,322.490000,361.710000,287.560000,322.510000,364.860000,287.560000,322.510000,364.860000,,
450,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,301.430000,333.700000,277.610000,308.470000,336.850000,277.810000,309.280000,337.050000,277.530000,312.880000,339.880000,282.610000,319.790000,352.880000,282.890000,316.660000,356.300000,283.390000,313.600000,355.190000,284.140000,314.160000,358.860000,284.390000,317.440000,364.830000,284.310000,321.970000,364.730000,284.390000,322.340000,365.320000,285.080000,316.260000,369.890000,286.500000,318.060000,366.190000,286.970000,325.210000,370.750000,286.330000,321.690000,363.780000,286.860000,322.740000,369.130000,287.250000,326.070000,365.400000,287.310000,322.490000,361.710000,287.560000,322.510000,364.860000,287.560000,322.510000,364.860000,,
450,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,301.430000,333.700000,277.610000,308.470000,336.850000,277.810000,309.280000,337.050000,277.530000,312.880000,339.880000,282.610000,319.790000,352.880000,282.890000,316.660000,356.300000,283.390000,313.600000,355.190000,284.140000,314.160000,358.860000,284.390000,317.440000,364.830000,284.310000,321.970000,364.730000,284.390000,322.340000,365.320000,285.080000,316.260000,369.890000,286.500000,318.060000,366.190000,286.970000,325.210000,370.750000,286.330000,321.690000,363.780000,286.860000,322.740000,369.130000,287.250000,326.070000,365.400000,287.310000,322.490000,361.710000,287.560000,322.510000,364.860000,287.560000,322.510000,364.860000,,
451,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,301.430000,333.700000,277.610000,308.470000,336.850000,277.810000,309.280000,337.050000,277.530000,312.880000,339.880000,282.610000,319.790000,352.880000,282.890000,316.660000,356.600000,283.390000,313.600000,355.190000,284.140000,316.670000,358.860000,284.390000,317.440000,364.950000,284.310000,321.970000,365.050000,284.390000,322.340000,365.320000,285.080000,316.260000,369.890000,286.500000,321.660000,366.190000,286.970000,325.210000,370.900000,286.330000,325.130000,363.780000,286.860000,326.240000,369.130000,287.250000,326.070000,365.550000,287.310000,322.490000,361.710000,287.560000,325.910000,364.860000,287.560000,325.910000,364.860000,,
452,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,301.430000,333.700000,277.610000,308.470000,336.850000,277.810000,309.280000,337.050000,277.530000,315.990000,339.880000,282.610000,319.790000,353.030000,282.890000,320.190000,356.880000,283.390000,317.190000,355.270000,284.140000,316.670000,359.350000,284.390000,321.090000,365.360000,284.310000,321.970000,365.510000,284.390000,322.340000,365.640000,285.080000,319.970000,370.570000,286.500000,321.660000,366.280000,286.970000,325.210000,371.220000,286.330000,325.130000,363.740000,286.860000,326.240000,369.430000,287.250000,326.070000,365.840000,287.310000,326.010000,362.210000,287.560000,325.910000,364.930000,287.560000,325.910000,364.930000,,
452,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,301.430000,333.700000,277.610000,308.470000,336.850000,277.810000,309.280000,337.050000,277.530000,315.990000,339.880000,282.610000,319.790000,353.030000,282.890000,320.190000,356.880000,283.390000,317.190000,355.270000,284.140000,316.670000,359.350000,284.390000,321.090000,365.360000,284.310000,321.970000,365.510000,284.390000,322.340000,365.640000,285.080000,319.970000,370.570000,286.500000,321.660000,366.280000,286.970000,325.210000,371.220000,286.330000,325.130000,363.740000,286.860000,326.240000,369.430000,287.250000,326.070000,365.840000,287.310000,326.010000,362.210000,287.560000,325.910000,364.930000,287.560000,325.910000,364.930000,,
452,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,301.430000,333.700000,277.610000,308.470000,336.850000,277.810000,309.280000,337.050000,277.530000,315.990000,339.880000,282.610000,319.790000,353.030000,282.890000,320.190000,356.880000,283.390000,317.190000,355.270000,284.140000,316.670000,359.350000,284.390000,321.090000,365.360000,284.310000,321.970000,365.510000,284.390000,322.340000,365.640000,285.080000,319.970000,370.570000,286.500000,321.660000,366.280000,286.970000,325.210000,371.220000,286.330000,325.130000,363.740000,286.860000,326.240000,369.430000,287.250000,326.070000,365.840000,287.310000,326.010000,362.210000,287.560000,325.910000,364.930000,287.560000,325.910000,364.930000,,
453,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,303.710000,333.700000,277.610000,308.470000,336.850000,277.810000,309.280000,337.050000,277.530000,315.990000,339.880000,282.610000,319.790000,353.060000,282.890000,320.190000,356.880000,283.390000,317.190000,355.270000,284.140000,316.670000,359.350000,284.390000,321.090000,365.520000,284.310000,321.970000,365.510000,284.390000,322.340000,365.640000,285.080000,319.970000,370.940000,286.500000,321.660000,366.280000,286.970000,325.210000,371.270000,286.330000,325.130000,363.740000,286.860000,326.240000,369.430000,287.250000,326.070000,365.840000,287.310000,326.010000,363.180000,287.560000,325.910000,364.830000,287.560000,325.910000,364.830000,,
454,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,303.710000,333.700000,277.610000,311.640000,336.850000,277.810000,312.440000,337.050000,277.530000,315.990000,339.880000,282.610000,319.790000,353.070000,282.890000,320.190000,357.220000,283.390000,317.190000,355.630000,284.140000,316.670000,359.560000,284.390000,321.090000,365.720000,284.310000,321.970000,365.980000,284.390000,322.340000,366.080000,285.080000,319.970000,371.410000,286.500000,321.660000,366.480000,286.970000,325.210000,371.500000,286.330000,325.130000,363.750000,286.860000,326.240000,369.800000,287.250000,326.070000,366.370000,287.310000,326.010000,363.250000,287.560000,325.910000,365.050000,287.560000,325.910000,365.050000,,
454,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,303.710000,333.700000,277.610000,311.640000,336.850000,277.810000,312.440000,337.050000,277.530000,315.990000,339.880000,282.610000,319.790000,353.070000,282.890000,320.190000,357.220000,283.390000,317.190000,355.630000,284.140000,316.670000,359.560000,284.390000,321.090000,365.720000,284.310000,321.970000,365.980000,284.390000,322.340000,366.080000,285.080000,319.970000,371.410000,286.500000,321.660000,366.480000,286.970000,325.210000,371.500000,286.330000,325.130000,363.750000,286.860000,326.240000,369.800000,287.250000,326.070000,366.370000,287.310000,326.010000,363.250000,287.560000,325.910000,365.050000,287.560000,325.910000,365.050000,,
454,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,303.710000,333.700000,277.610000,311.640000,336.850000,277.810000,312.440000,337.050000,277.530000,315.990000,339.880000,282.610000,319.790000,353.070000,282.890000,320.190000,357.220000,283.390000,317.190000,355.630000,284.140000,316.670000,359.560000,284.390000,321.090000,365.720000,284.310000,321.970000,365.980000,284.390000,322.340000,366.080000,285.080000,319.970000,371.410000,286.500000,321.660000,366.480000,286.970000,325.210000,371.500000,286.330000,325.130000,363.750000,286.860000,326.240000,369.800000,287.250000,326.070000,366.370000,287.310000,326.010000,363.250000,287.560000,325.910000,365.050000,287.560000,325.910000,365.050000,,
455,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,303.710000,333.700000,277.610000,311.640000,336.850000,277.810000,312.440000,337.050000,277.530000,315.990000,339.880000,282.610000,319.790000,353.470000,282.890000,320.190000,357.290000,283.390000,317.190000,355.700000,284.140000,316.670000,359.560000,284.390000,321.090000,365.720000,284.310000,321.970000,365.980000,284.390000,322.340000,366.470000,285.080000,319.970000,371.410000,286.500000,321.660000,366.640000,286.970000,325.210000,371.500000,286.330000,325.130000,363.750000,286.860000,326.240000,369.950000,287.250000,326.070000,366.370000,287.310000,326.010000,363.250000,287.560000,325.910000,365.120000,287.560000,325.910000,365.120000,,
456,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,303.710000,333.700000,277.610000,311.640000,336.850000,277.810000,312.440000,337.050000,277.530000,315.990000,339.880000,282.610000,319.790000,353.530000,282.890000,320.190000,357.480000,283.390000,317.190000,356.270000,284.140000,316.670000,360.240000,284.390000,321.090000,365.890000,284.310000,321.970000,366.270000,284.390000,322.340000,366.820000,285.080000,319.970000,371.750000,286.500000,321.660000,367.310000,286.970000,325.210000,371.930000,286.330000,325.130000,364.190000,286.860000,326.240000,369.950000,287.250000,326.070000,366.660000,287.310000,326.010000,363.400000,287.560000,325.910000,365.320000,287.560000,325.910000,365.320000,,
456,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,303.710000,333.700000,277.610000,311.640000,336.850000,277.810000,312.440000,337.050000,277.530000,315.990000,339.880000,282.610000,319.790000,353.530000,282.890000,320.190000,357.480000,283.390000,317.190000,356.270000,284.140000,316.670000,360.240000,284.390000,321.090000,365.890000,284.310000,321.970000,366.270000,284.390000,322.340000,366.820000,285.080000,319.970000,371.750000,286.500000,321.660000,367.310000,286.970000,325.210000,371.930000,286.330000,325.130000,364.190000,286.860000,326.240000,369.950000,287.250000,326.070000,366.660000,287.310000,326.010000,363.400000,287.560000,325.910000,365.320000,287.560000,325.910000,365.320000,,
456,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,303.710000,333.700000,277.610000,311.640000,336.850000,277.810000,312.440000,337.050000,277.530000,315.990000,339.880000,282.610000,319.790000,353.530000,282.890000,320.190000,357.480000,283.390000,317.190000,356.270000,284.140000,316.670000,360.240000,284.390000,321.090000,365.890000,284.310000,321.970000,366.270000,284.390000,322.340000,366.820000,285.080000,319.970000,371.750000,286.500000,321.660000,367.310000,286.970000,325.210000,371.930000,286.330000,325.130000,364.190000,286.860000,326.240000,369.950000,287.250000,326.070000,366.660000,287.310000,326.010000,363.400000,287.560000,325.910000,365.320000,287.560000,325.910000,365.320000,,
457,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,303.710000,333.700000,277.610000,311.640000,336.850000,277.810000,312.440000,337.050000,277.530000,315.990000,339.880000,282.610000,319.790000,353.710000,282.890000,320.190000,357.530000,283.390000,317.190000,356.270000,284.140000,316.670000,360.240000,284.390000,321.090000,365.890000,284.310000,321.970000,366.730000,284.390000,322.340000,367.030000,285.080000,319.970000,372.050000,286.500000,321.660000,367.310000,286.970000,325.210000,371.930000,286.330000,325.130000,364.190000,286.860000,329.140000,369.880000,287.250000,326.070000,367.080000,287.310000,326.010000,363.400000,287.560000,325.910000,365.780000,287.560000,325.910000,365.780000,,
458,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,303.710000,333.700000,277.610000,314.420000,336.850000,277.810000,315.390000,337.050000,277.530000,315.990000,339.880000,282.610000,322.720000,353.900000,282.890000,323.600000,357.790000,283.390000,319.880000,357.080000,284.140000,319.350000,360.650000,284.390000,323.880000,366.390000,284.310000,324.850000,367.080000,284.390000,325.240000,367.410000,285.080000,322.860000,372.410000,286.500000,324.460000,367.310000,286.970000,328.080000,372.410000,286.330000,327.960000,364.190000,286.860000,329.140000,369.880000,287.250000,328.930000,367.530000,287.310000,328.880000,364.030000,287.560000,328.780000,365.950000,287.560000,328.780000,365.950000,,
458,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,303.710000,333.700000,277.610000,314.420000,336.850000,277.810000,315.390000,337.050000,277.530000,315.990000,339.880000,282.610000,322.720000,353.900000,282.890000,323.600000,357.790000,283.390000,319.880000,357.080000,284.140000,319.350000,360.650000,284.390000,323.880000,366.390000,284.310000,324.850000,367.080000,284.390000,325.240000,367.410000,285.080000,322.860000,372.410000,286.500000,324.460000,367.310000,286.970000,328.080000,372.410000,286.330000,327.960000,364.190000,286.860000,329.140000,369.880000,287.250000,328.930000,367.530000,287.310000,328.880000,364.030000,287.560000,328.780000,365.950000,287.560000,328.780000,365.950000,,
458,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,303.710000,333.700000,277.610000,314.420000,336.850000,277.810000,315.390000,337.050000,277.530000,315.990000,339.880000,282.610000,322.720000,353.900000,282.890000,323.600000,357.790000,283.390000,319.880000,357.080000,284.140000,319.350000,360.650000,284.390000,323.880000,366.390000,284.310000,324.850000,367.080000,284.390000,325.240000,367.410000,285.080000,322.860000,372.410000,286.500000,324.460000,367.310000,286.970000,328.080000,372.410000,286.330000,327.960000,364.190000,286.860000,329.140000,369.880000,287.250000,328.930000,367.530000,287.310000,328.880000,364.030000,287.560000,328.780000,365.950000,287.560000,328.780000,365.950000,,
459,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,303.710000,333.700000,277.610000,314.420000,336.850000,277.810000,315.390000,337.050000,277.530000,315.990000,339.880000,282.610000,322.720000,354.160000,282.890000,323.600000,357.990000,283.390000,319.880000,357.540000,284.140000,319.350000,360.740000,284.390000,323.880000,366.550000,284.310000,324.850000,367.260000,284.390000,325.240000,367.410000,285.080000,322.860000,372.410000,286.500000,324.460000,367.210000,286.970000,328.080000,372.660000,286.330000,327.960000,364.190000,286.860000,329.140000,369.880000,287.250000,328.930000,367.530000,287.310000,328.880000,364.220000,287.560000,328.780000,365.950000,287.560000,328.780000,365.950000,,
460,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,306.310000,333.700000,277.610000,314.420000,336.850000,277.810000,315.390000,337.050000,277.530000,318.880000,339.880000,282.610000,322.720000,354.410000,282.890000,323.600000,358.240000,283.390000,319.880000,357.910000,284.140000,319.350000,360.860000,284.390000,323.880000,367.020000,284.310000,324.850000,367.520000,284.390000,325.240000,368.080000,285.080000,322.860000,373.110000,286.500000,324.460000,367.210000,286.970000,328.080000,372.990000,286.330000,327.960000,364.700000,286.860000,329.140000,369.810000,287.250000,328.930000,367.900000,287.310000,328.880000,364.360000,287.560000,328.780000,366.080000,287.560000,328.780000,366.080000,,
460,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,306.310000,333.700000,277.610000,314.420000,336.850000,277.810000,315.390000,337.050000,277.530000,318.880000,339.880000,282.610000,322.720000,354.410000,282.890000,323.600000,358.240000,283.390000,319.880000,357.910000,284.140000,319.350000,360.860000,284.390000,323.880000,367.020000,284.310000,324.850000,367.520000,284.390000,325.240000,368.080000,285.080000,322.860000,373.110000,286.500000,324.460000,367.210000,286.970000,328.080000,372.990000,286.330000,327.960000,364.700000,286.860000,329.140000,369.810000,287.250000,328.930000,367.900000,287.310000,328.880000,364.360000,287.560000,328.780000,366.080000,287.560000,328.780000,366.080000,,
460,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,306.310000,333.700000,277.610000,314.420000,336.850000,277.810000,315.390000,337.050000,277.530000,318.880000,339.880000,282.610000,322.720000,354.410000,282.890000,323.600000,358.240000,283.390000,319.880000,357.910000,284.140000,319.350000,360.860000,284.390000,323.880000,367.020000,284.310000,324.850000,367.520000,284.390000,325.240000,368.080000,285.080000,322.860000,373.110000,286.500000,324.460000,367.210000,286.970000,328.080000,372.990000,286.330000,327.960000,364.700000,286.860000,329.140000,369.810000,287.250000,328.930000,367.900000,287.310000,328.880000,364.360000,287.560000,328.780000,366.080000,287.560000,328.780000,366.080000,,
461,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,306.310000,333.700000,277.610000,314.420000,336.850000,277.810000,315.390000,337.050000,277.530000,318.880000,339.880000,282.610000,322.720000,354.410000,282.890000,323.600000,358.360000,283.390000,319.880000,357.910000,284.140000,319.350000,360.940000,284.390000,323.880000,367.020000,284.310000,324.850000,367.520000,284.390000,325.240000,368.390000,285.080000,322.860000,373.460000,286.500000,324.460000,367.210000,286.970000,328.080000,373.140000,286.330000,327.960000,365.250000,286.860000,329.140000,369.810000,287.250000,328.930000,368.040000,287.310000,328.880000,364.830000,287.560000,328.780000,366.250000,287.560000,328.780000,366.250000,,
462,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,306.310000,333.700000,277.610000,314.420000,336.850000,277.810000,315.390000,337.050000,277.530000,318.880000,339.880000,282.610000,322.720000,354.580000,282.890000,323.600000,358.610000,283.390000,319.880000,358.580000,284.140000,319.350000,361.000000,284.390000,323.880000,367.410000,284.310000,324.850000,367.820000,284.390000,325.240000,368.830000,285.080000,322.860000,373.780000,286.500000,324.460000,367.210000,286.970000,328.080000,373.430000,286.330000,327.960000,365.160000,286.860000,329.140000,369.730000,287.250000,328.930000,368.430000,287.310000,328.880000,364.960000,287.560000,328.780000,366.270000,287.560000,328.780000,366.270000,,
462,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,306.310000,333.700000,277.610000,314.420000,336.850000,277.810000,315.390000,337.050000,277.530000,318.880000,339.880000,282.610000,322.720000,354.580000,282.890000,323.600000,358.610000,283.390000,319.880000,358.580000,284.140000,319.350000,361.000000,284.390000,323.880000,367.410000,284.310000,324.850000,367.820000,284.390000,325.240000,368.830000,285.080000,322.860000,373.780000,286.500000,324.460000,367.210000,286.970000,328.080000,373.430000,286.330000,327.960000,365.160000,286.860000,329.140000,369.730000,287.250000,328.930000,368.430000,287.310000,328.880000,364.960000,287.560000,328.780000,366.270000,287.560000,328.780000,366.270000,,
462,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,256.640000,241.420000,330.710000,274.030000,306.310000,333.700000,277.610000,314.420000,336.850000,277.810000,315.390000,337.050000,277.530000,318.880000,339.880000,282.610000,322.720000,354.580000,282.890000,323.600000,358.610000,283.390000,319.880000,358.580000,284.140000,319.350000,361.000000,284.390000,323.880000,367.410000,284.310000,324.850000,367.820000,284.390000,325.240000,368.830000,285.080000,322.860000,373.780000,286.500000,324.460000,367.210000,286.970000,328.080000,373.430000,286.330000,327.960000,365.160000,286.860000,329.140000,369.730000,287.250000,328.930000,368.430000,287.310000,328.880000,364.960000,287.560000,328.780000,366.270000,287.560000,328.780000,366.270000,,
